document	label
자식 앞서 보낸것이 무슨 큰 벼슬이라고 저렇게 잘난체 하는지 모르겠다. 대통령이 벌써 다섯 번째 사과의 뜻을 거듭 밝혔고, 지금 상황에서 더 이상 무슨 사과를 할 수 있는지 모르겠다. 앞으로 실종자 모두 수습되면 그때가서 또 대통령이 대담형식으로 또 사과를 할 수 밖에 없다. 도대체 뭘 더 해달라는 건지 알 수가 없다. 지금 대통령이 세월호 침몰시켰나? 정부가 무능한 면이 없지 않다. 그러나 더 뭘 해달라는 건지 모르겠다. 국민 모두 곡기를 끊고 굶어야하나? 유가족들이 따져야 할 곳은 정부가 아니라 당신 가족을 해친 유병언 일가다.	0
알바새키들 졸라 달라붙었네	0
국어쌤 미쳤다	0
조재현 연기는 진짜 갑이었는데 ...	0
오렌지새기 딱조타	0
한국에선 재산 1억이하, 각종 시민연대 활동과 인권단체활동경력을 가진 프로 데모꾼들만이 하마평에 올라야 국민들이 좋아한다.	0
강호동 정글 가면 일단은 시청률 5프로이상은 올릴거같음ㅋ	0
2년간 감금당하며 시급 200원에 노예생활 하라는데 나같아도 뺄수있으면 빼지. 80년대90년대 인기연예인중에 제대로 군대 간사람 드물다.	0
네다음 세트로 꿀처빨아놓고 너무하다는 드립치는애	0
제대 후 송중기 빼고 잘 안되는구나..	0
출산율도 여혐단어다 ㄹㅇ	0
최강욱.친일새~~~끼~~~야.	0
뭐야 이 또라이는	1
선생보호 학생감염	0
니 애미애비 불쌍하다 이 벌레새끼야	1
나꼼좀비와 좌음, 좌이트 애들의 특징은 문재인이 대통령이 되면 무슨 삶이 확 달라질거라고 생각하는거다	0
사과도 여론조사 결과보고하는 대통령? 본인이 뭘잘못하는질 모르데 그런사람에게 뭘기대할수있나? 대한민국 언론자유가 전세계68위다! 당신이 유언비어를 운운할때인가? 개인들중엔 의견이 다양하고 잘못된 사람도 더러있지만 당신은 국정원 검찰 동원해서 여론조작하고 증거조작한거 아닌가? 사람이 염치좀 가지슈~	0
가만히 있다 일본이 하니 이제와서 별찌랄 다하네! 아휴 썩어빠진 대깨문들!	1
티아라란 걸그룹 아깝긴 하지...히트곡도 많고...애들도 예뻐서...왕따사건만 아녔어도 더 롱런 할 수 있었을 텐데...솔직히 소시 보다 훨 나았지...	0
우결이라고 생각하고 보셈~~ㅎ 우결이나 다시 부활 했으면 좋겠다 ~~어리고 예쁜 커플로다가	0
가격 먼저 맞춘사람 치킨쿠폰 쏜다	0
이런 스브럴	0
김용태는정말 잘떨어짐	0
통계학과	0
김정은이 이특 테이랑 동갑인게 ㄷ ㄷ ㄷ 이설주가 태욘 미영 수연 효연 이랑 동갑인게 ㄷ ㄷ ㄷ	0
무슨 코딱지 만한 이파트가 19억.... 비싸야 5억이면 적정금액... 다 이명박그네 추종자들이 만든 개거품	0
우리나라 언론 진짜 문제다.	0
엑소가 제자?? 겁나 부럽다...	0
저게 먼의미가있지?	0
국회 존속을위한 구획안은 직권 상장을해도,법적인문제로 노동법,경제 활성화법은 안된다는 국회의장국회의장은 도대체 무엇하는 사람인지?참한숨한국회를 그대로 보여주는 수장이다.대통령과 각을세운다?꿈에서 깨어 애국심으로 수장다운 용기를 보여주기바란다.지금 국회는 유명무실하며,오히려 선진화법에 숨서서 법 운운하지말고 모든 경제법안을직권상장ㅎ	0
일부러 엉망인 곳 찾아서 섭외 하는구만	1
후스거너풀더트리거 ㅋㅋ	0
에휴.........그냥 노답...해외여행이나 가세요	1
솔직히 되게 안어울리는 커플이다 오래못갈듯	1
건동홍에서 9급한다고하면 학벌 아깝지??? ??	0
ㅋㅋ 개인의 능력과 창의성을 보고 인재를 뽑는다는게 어떤건지 설명좀. 꼴통새끼들은 맨날 대안이 없으면 지껄이지 말라는 식으로 말하는데 정작 지들은 대안없이 지껄임ㅋㅋㅋ 아주 지들 마음대로야	1
종북세력은 북한가서 살고, 친일세력은 일본가서 살아라 제발. 대한민국에 발들여 놓을 생각도 하지말고	0
경상도가 쎄긴 쎄구나 ~ ........................................................................ 전라도 였으면 , 퍼줬다 !	0
남의 딸 사문서 위조해주고 뺏지달고 검찰을 치겠다?ㅋㅋ 국민들이 만만하지?	0
경기도 작가들의 미술시장 진입을 도울 계획이다.	0
이러니까 급 있는 기자들까지 기레기라 욕먹는다.. 기자들 급 떨어트리지 말고 국어공부부터 하세요 ㅎㅎ	1
그냥 얼굴보고 반해서 빠순이짓 해놓구선 ?羔	1
관피아이니 머니 하믄서 대통령이 그걸 척결해주길 희망한다고 하는데...사실 그 관피아에 놀아난게 대통령입니다. 힘있는 안행부 고위행정직 관료들이 재난을 사회재난 자연재난 쪼개서 지들끼리 자리 나눠먹는데 썼습니다. 대통령은 그런 관피아의 잘못을 간파하지 못하고 휘둘린 거죠. 대통령이 정책을 판단하고 가릴 능력이 없는 겁니다.	0
어차피 도울 수 있는 방법도 없을 듯한데요	0
거짓과기만의 인권팔이가 민중에 의해 끌려내려오게 된다는 뜻인듯요즘 역전앞에 태극기부대들이 문재앙틴핵 서명받던데 이미 일이 시작되고있는지도 모른다	0
조만간 대마새끼랑 같이 공익생활할듯ㅋㅋㅋㅋ	1
박사모 회원들 ㅈ댓글 공작한다 ㅋㅋ일베 = 박사모 = 바퀴벌레 ㅋ	1
아 우리가 존나 병신이구나	1
정직하게는 절대 벌수 없는 돈이다. 미통당이 민주당 공격하라고 뇌물받아 줬다면 모를까..	0
참나. 광고를 그렇게 하더니 꼴 좋다. 누구 나오니 이런소리하더니 ㅋㅋㅋㅋㅋ설치지말던가	1
드라마가 사실성이 떨어지네요. 극 중 김서형은 부유층에 속하는데 요즘 부유층 자녀 중에 저렇게 뚱뚱한 사람은 없습니다.	1
무조건 정부 깐다는 건 무슨 또라인데ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 지금 무조건 정부까는 걸로 보이냐? 정부의 재난관리체계 미흡, 계속해서 바뀌는 정부의 발표, 정부보다 나은 성과를 민간이 내면 안된다는 걸로 보이는 행태들 시발 이게 말이 되냐?	0
근데 북괴가 나라임? 내생각에는 대한민국땅 불법 점거한 깡패 집단 같은데? 박정희 대통령님이 깡패라기 보단 김일성이나 김정일 김정은이가 더 깡패같던데 북한주민 굶겨죽이고 쌀달라고 협박질이나하고	1
좃선이 보수 언론이냐???????? 기레기 집단이지. 그저 제3의 권력을 유지하기 위해 찌라시 뿌리는. 옛날부터 해왔던 추악한 짓을 계속하는거지.	1
걸그룹 생명은 끝났고 이제 애낳는거로~~?이제 젖타령까지~~가지가지한다	1
진교수가 참...불쌍해보이네요꼴에 전직교수라고 열등감에 쩔어 친구고 몸담았던당에 헛소리만 생산하는 관종이되어가네정말 찌질해보인다	0
두번째로빡친새끼 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 	1
Minsung Kim	0
세계 최강국미국과 eu어느나라에서도 외국인을 장관으로 들인사례는 못들어봤다.	0
거 좀 미리 알려주던가 아침에 투표하고 왔는데 이게 무슨 날벼락같은 소리야??!! 내 소중한표가 사표가 될 수 있다니 장난하냐!!!	0
나 04년생 아재인데 인생 망한거 같다,,,	0
그래도 사진보니깐 반성을 많이 하시는거같아서 보기좋아요	0
테슬라는 조립품질가지고 이야기 하는게 아니라 거기에 탑재된 자율주행 기술에 역점을 둬야함.. 	0
정치인들이나 재벌들이 협조했으면 이런 상황까지 안왔을 것이다. 무신경한 책임자들이다. 대통령이 어머니같은 마음으로 국민을 보살피겠다는 거짓공약, 처음부터 거짓인 줄 알고 믿지 않았다. 대통령이 진짜 어머니였으면 이렇게 무신경했을까?	0
김정란인지 무정란인지 당나라 잡종이 새치기로 씨뿌렸는지 주둥아리 시궁창 냄새가 진동하네	1
ㅂㅈ들 박힐때 신음소리.ㅗㅜㅑ	1
야리둡 데뷔초 같농 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 	0
조민기 안테 피해당했다는데 실체는 없구만..피해자가 직접나서서 고소한것도 아니고 온통 찌라시만 가득.. 저렇게 외도 했다고 하는데 아내가 저럴정도로 애정했을까? 라는 의문투성이.	0
이제 북한은 벼랑끝 만약에 다시한번 우리나라를 도발한다면 초전박살을 내야한다	0
ㅉ ㅉ 정신이 건강하지가 않아 보인다~~신천지에 빠져서 쥐랄하는 니가 개돼지~~	1
비구름이 모두 물러나면서 오늘 전국 하늘에는 가끔 구름만 많겠습니다.	0
몰락한 유재석씨ㅠ 시청자 투표로 뽑는 올해의예능상에서도 나가리 됐으면 볼장 다본거잖아요ㅠ 이제 인정좀 합시다ㅠ제발좀ㅠ	1
20대 보수 은근 많나요?	0
로지보리	1
네이버에는 아직까지 일베놈들이 많은가보다...	0
짱깨는 더 이상 믿을 수 없는 족속이 되었다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	1
나봉쓰 어디갔어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
야이미친련들아 나이 30쳐먹고 치마입을지 바지입을지도 구분못하는 모지리년들이라는거냐	1
절차대로 당원들 그렇게 좋아하는 북송 해줍시다 이제 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
청와대 대변인이 청와대에서 기자회견 하면서 한 말이 '사적인 견해'냐? 그냥 이것도 '개인적 일탈'이라고 하지 그랬냐.	0
세금먹는개돼지들다들가는데안내견못들어가는건말이안되지	1
진중권씨 국민은당신이조용히살길바랍니다. 세치혀가너무감정에놀아나지않기를.	0
국회의원 만 퇴출시킬것이 아니라 검은돈을 쫓는 변호사들과 짝짝궁하는 판검사들 자질이 부족한 판검사들 만명에게만 평등한 법을 집행하는 판검사들도 퇴출 시키는 법을 만들던지 이것도 저것도 아니면 AI가 정덥이네요.. 이런 판사는 재판에 참여할 수 없게 하고 행정적인 일만 하게 이번에 법령을 만들어서 억울한 국민이 없게.... 이번에 여의도에 입성한 젊은 의원들이 뭔가를 보여주세요.	0
부모님 , 조부모님 세대들이 우리나라를 이렇게 발전시켰는데 !!! 만일 전쟁 발발하게 되면 니들 절대 용서하지 않을 것이다. 피도 눈물도 없이 처참하게 밟아버릴 것이다 ㅡㅡ	0
채팅으로 쥬지올라온 여스트리머.gif	0
아난 왜케 유치했지 마지막엔 감독이 어떻게든 관객들 울려볼려고하는 억지 컨셉도 이상했다ㅡㅡ	1
세계일보는 통일교꺼 입니다..한마디로 새누리당의 직속 주둥이라고 보면 됩니다...아 새누리가 아나고 미통당이죠..이름이 너무자주 바뀌어서 헷갈렸네요	1
이런데도 돌아이 문죄인은 사드반대에 개성공단 확장? 돌아이 빨갱이새리. 대놓고 빨갱이가 대선 후보구나 ㅅ..ㅂ	1
부갤러들은 전재산 20억도 서민취급하네	0
현명한 판단입니다..다시 활동 못하게 뿌리를 뽑고 ?ダ?말려야 하는데 ...	0
반미가 깨어있는 지성으로 착각하는 사람들이 많지요. 반미는 우리나라가 경제적으로도 자립하고. 이건 너무 멀리가는거지만 통일되서 군사력으로 일본까지 압도할때쯤 되면 해야한다고 생각합니다. 지금은 미국없이는 힘들다는것을 받아들이는게 좋을듯합니다. 언젠가는 미국없이 우리나라가 강해졌을때 일본과도 무력으로 해볼만 할때가 반미를 해야할때 일것입니다. 그때가 제 생각으로는 통일되고 1~2세대 지난뒤?	0
이시간에 울 박근혜대통령님은 뭘하고계실까요~?ㅋㅋㅋ어떻게좀해봐요..아솔직히 같은 피가섞이고 같은 언어를 쓰는 종족들끼리 이게 뭔짓인가요도대체..같은종족들끼리 서로 물어뜯고 싸워야 하는 현실이 말이되는건가요?ㅋㅋ나참 기가막히네..ㅋㅋ휴..미리 짐을싸놔야되나..	0
이런 눈속임들 진짜 개같음	1
자유.인권 억압?누가 할 소린 아닌거 같은데..진짜 얼굴이 점점 마녀같아 보이네ㅡㅡ	1
언능 쏘세요 미사일도 날리고 ㅋㅋㅋㅋ	0
지금 유가족들이 하는 짓거리가 딱그거임... 학교에 있는 양아치 일진 하나가 애를 두들겨 패서 애가 결국 죽었는데 일진이랑 일진 부모에게는 무서워서 한마디도 못하고 애들 관리 하나 똑바로 못했다고 담임 선생이랑 교장 그리고 교육감에게 고래고래 고함지르는 전형적인 겁쟁이 부모.. 담임이랑 교장 교육감등등은 자기에게 위해를 가하지 못하니까 아주 그냥 제 세상 만난것 마냥 날뛰는거지.. 정작 일진이랑 일진 부모에겐 자기도 죽을까봐 무서워서 오줌 지리는 겁쟁이들.. 참 비열하다 비열해..	0
사기공화국 그지같은나라 망해버렸음..곧 망할것같지만..	1
잡것이네 정말	1
마감이 급했던거여?몬 소리를 씨부린겨~~~	0
가성비 ㅆㅆㅅㅌㅊ 맛이 궁금허네	0
주변에 진짜 저런 경우를 봐서 그런지 안타깝다ㅜㅜ애가 준영이 애였다니	0
도 망 가 ㅋㅋㅋㅋㅋㅋㅋㅋ	0
문또라이가 완장 채워주니까? 보이는것이 없나보구나 정신차려라	1
정은아 얼마면되??~~~~~~	0
종북빨갱이들때문에 나라꼴이 엉망이네요 ㅠㅠ	1
지금의 새정치민주연합으로는 이길 수가 없다. 총선은 물론 특히 대선에서 정권교체 가능성은 전무라며 야당이 이기지 못하면 박근혜정부와 새누리당의 실정과 오만, 불통과 무능을 심판할 수 없게 된다고 지적했다..............이어 사정이 이런데도 불구하고 새정치민주연합 문재인 대표의 정세인식은 안이하기만 하다. 거듭되는 선거 참패에도 불구하고 반성도, 책임도, 대책도 없다며 자기만 옳다는 아집과 계파패권에 눈이 어두워, 승리의 길을 외면하고 있다	0
교활이도 전관으로 단간에 기십억 벌었지. 핑크당은 그런곳이야. 어줍잖은 것들이 스스로 자신가인양 핑크당을 지지하는데?니들은 걍 개돼지일뿐이야. 태영모가 당선되는 강남에서 이념이니 좌파니하는 세뇌되어 이용당할 뿐이지.	1
김민주~운나이뻐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
양아치 새끼 짱개들한테는 모욕당ㅅ나면서도굽신굽신	1
최리ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
섹시 가수 란 말은 빼라	0
대학을 각 도에1개 총 1-20개 남기고 없애버려 그럼 믿어주마//	0
부쉬 하나를 장악해서 궁이 잘들어가는 경우도 있지만 보통은 그렇지 않음다른 서폿들도 렌즈 돌리면서 아군이랑 경로나 지역 시야를 먹는게 필수인데피들은 이게 훨씬 더 중요하다고 생각함그리고 렌즈가 없으면 이걸 주체적으로 할수가 없음6렙 허수아비 탐지효과는 이동이 불가능하고 쿨도 있어서렌즈랑 비교하기는 좀...패시브말고 다른것도 문제인건 동의함	0
자소서를 어떤 방향으로 쓰시는지에 따라 다를것같아요	0
진 바꿔줘	0
bebapara	0
만약 청와대에서 이 댓글 본다면 사실 확인후 관련 공무원들 엄중 처벌하기 바랍니다. 어떻게 사고 당시 구조헬기들을 공무원들 태우기 위해 구조 지연시키는 게 어디있습니까? 뉴스 링크니...보기 바랍니다. http://news.kukinews.com/article/view.asp?page=1&gCode=soc&arcid=0008282785&code=41121111&cp=nv2	0
쌍... 입으로 나라를 열두번도 더 세웠다... 뒤에서 개수작이나 하지마라....	1
박근혜 잡아 족치는건 이정희가 잘하는데...	1
재수없고,미개한 종북좌파, 시끼들~~! 좀있음 보상하라 주뎅이 놀릴텐데~~! 보험사와 개인적으로해결하라 하시길~!	1
다른길로 애국하길. 장관직은 공무원이라 기밀도 중요하기 때문	0
차라리 원시시대에 사는게 더 행복하겟다이건 뭐... 사는게 사는게 아니다비리공화국도 아니고...	0
핵전쟁 어쩌고 하는 꼴 더럽다. 자슥들아! 우린 못만드는 것이 아니고 안만들고 있다. 더럽고 치사해서 우리도 핵무기 만들자! 몽준이 형! 그것 만들자 그러는데 자꾸 그래라. 5년후에 보자! 핵폭탄 개발 주장하는 대통령 후보 팍팍 밀어주자. 빨갱이 놈들 핵가지고 으시대는 꼬락서니 정말 더럽고 치사해서....	0
개검들 목안지에 전자발찌 걸어라그래야 위치도 추적하지ㅋㅋ개검들 최강욱이 제일 거슬리나보네...아무리 180석 압도적 승리를 거뒀어도 최강욱 당선자 처럼 개검 상대하지 않으면 소용없다.검찰 언론 개혁의 완수 최강욱이 앞장선다.민주당 몸만 사리지말고 국민의 뜻을 알았으면 움직여라~	1
너무재밌게봤어요 벌써끝나다니.. 우연히첫회보고 바로 보기시작했네요 ㅎㅎ	0
토실토실 아기 정은이~ 쌀달라고 꿀꿀꿀	1
보댕이에 큰건 맛없음 보댕이 작은게 맛있지	1
그만들해라~ 양아치들아! 강도짓해서 벌었겠니? 사기쳐서 벌었겠니? 열심히 방송출연하고 남다르게 열심히 일해서 벌은걸 가지고 참 나불대긴... 어지간이들 해라 상종못할 거시기 양아치들아~~~ ㅉㅉㅉ	1
한남과 결혼하면 비극뿐이야!!!!!!!!	1
혹시 3-1 끝나야 경험치 주나요? 아니면 3-1 시작하고 항복눌러도 경험치 들어오나요?	0
이쁘네	0
풋 미국이 왜 미국항공기 사 연습기 냅두고...한국거 사겠냐.. 상식선에서 생각해라 제발. 자동차도 본토 생산 미국인 근로자 고용한 공장 차만 사는게 미국이다..	0
이럴줄 알고 아오이 소라가 결혼소식 선빵 날렸구나 ㅋㅋ	0
맞는 말 했고만 뭘 니들은 니들 이념과 다르다고 빨갱이니 좌파니 니들이 먼저 그랬잖아	1
반박불가) 선장님 = 경북 칠곡	0
최정예는 무슨. 그래봤자 보초 서고 경계 임무하는 것 뿐이지. 미 특수부대들처럼 직접 타격 작전 같은 거 하냐? 아크부대가 하는 건 미 일반 보병도 하는 거다. 근데 최정예라고? 안타깝다.이런글 올리는 것들은 도대체 대가리 속에 뭐가 들었을까? 이런것들이 꼭 보면 국방의 의무 도 안마친것들... 진짜 답없다.	1
참 레임덕 빨리온다	0
충골....... 안받은다니까	0
없어 개썅년아	1
왜 새누리당가지~거기도 자기자리없지 철새정치인들.	0
세월호 사고는 1차적으로 세월호 자체의 사고이며 그 이후로 관계 점검기관이나 대처부족 기관들 책임을 물어야합니다. 대통령이 즉시 현장에가서 유가족들 위로하고 가족들 요구사항을 직접 들어주며 최선을 다하는데도 일부 유가족들과 언론에서 무조건적으로 정부를 비판하고 몰아부치는 안하무인격이 어떻게 보입니까? 저 상황에서 더 나은 방법이 있었을수 있겠지만 최선을 선택한겁니다. 결과가 이렇게 되었다고 고생한 관계자들 욕할수는 없습니다. 5천만 국민들 운운하면서 정치적으로 변질되는것 같아 참 안타깝네요.	0
노래 시발 개병신같네 ㅋㅋ	0
대한민국의 단합과 안보의식은 5.18운동의 왜곡된 역사에 대한 확실한 정보만이 출발이다. 5.18운동을 선동한 그들은 누구일까? 과연 전라도 사람인가? 광주를 위해 운동했다는 사람들이 왜 MBC,KBS,시청 등등 공공기관을 모두 폭파시켰을까? 그리고 광주시민들은 다이너마이트도 만들줄알고 건물폭파방법 무기고 위치를 어떻게 알고있으며 5.18운동과 상관없는 교도소에서 간첩으로 들어간 죄인들으 왜 다 풀어주며 그들에게 총을 건냈나? 5.18운동 사상자중 계엄군의 M16이 아니라 무기고에서 털은 무기에 죽은 사람이 69%인 사실을 밝혀라.	0
이외수 같이 어줍잖은 지식으로 트위터따위 하는게 문제야	0
볼때마다 느끼는데 어딜가나 한혜진은 항상 전현무 옆이네ㅋㅋ	0
ㄹㅇㅋㅋ	0
비코우즈 아임 어 닭도리.	1
자신의 생각과 다른걸 인정하는게 민주주의의 시작이라고 생각합니다.우리 어제까진 각자 지지후보를 위해 싸웠지만..오늘은 대통령 선거 투표일을 축제로 만들자고요...생각엔 다름이 있을뿐이지 ,틀림은 아닙니다..서로 생각과 사상의 다름을 인정합시다.어느누가 대통령이 되더라도 자기를 찍은 절반의 국민보다는 자기를 지지하지않은 절반의 국민을 보듬어주는 훌륭한 대통령이 되었으면 좋?습니다.우리 국민또한 자기가 지지하지 않은 대통령이라도 일열심히 할수있게 믿어주고 힘을 주어서...이번엔 제발 훌륭한 대통령으로 퇴임하실수있게 노력합시다	0
무조건 내려오세요! 자격이 없으며, 능력 또한 모자랍니다. 그자리는요 ...장난이나 자랑으로 앉는자리가 아닙니다!	0
봉준호 감독의 기생충이 국가대표도 아니고 너무 국뽕아닌가. 축하받아 마땅하지만 오스카를 국가대항전 스포츠에 비교해서 사발로 드시는건 불편하네. 이미경부회장이 자기 작품이라 생각하는것처럼 다들 너무 감격에 겨워.	1
빨리빨리 투표합시다. 투표도디지털화되면 투표율도 훨씬높고 결과집계도 훨씬빠를텐레	0
아야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 	0
애미는 좆물받이 저새끼는 욕받이	1
정란아~그러고도 교수라는 허우대에얼굴들고 다니시는지~아직 보리고개를 겪어보지 못햇구나?	1
뭔 개소리여 혐의인정아니라니	1
ㅋㅋ 수꼴들 툭하면 좌파 사회주의 빨갱이타령하드만 토종빨갱이 앞에선 찍소리못하네 ㅋ	1
당나라혈통 일베루저들아 봐봐 개상도는 뭐다 당나라 손잡고 고ㆍ백제 뒷통수까고 나라 말아먹고 반란수괴사형수 전두환 친일 개누리 종자들 24조국민세금 강바닥버리고경제 망치고 천안함 연평도 안보빵점 세월호 총풍 더러워서 말이 안나온다 당나라 섹히들	1
예를들어 악으로 가득차도 순수하긴 하죠.	0
북한에서도 호위호식하고 남한에서도 호위호식하고 이런 늠이 서민의 고통을 알까?재산이 18억 말이 안 나온다.검찰은 머하냐?털어봐라.먼가 있다.공작금은 아닌지.포섭한 누군지 살펴봐라.쓰레기당 전부 포섭 대상이면 이 나라는 망한다.	1
난 진짜 내가 여자였다면 남자가 돈이 1조가 있더라도 나보다 작은 남자랑은 안사귐	1
이양반아...........당신이랑 같은시대고 당신노래듣고 따라불렀던사람으로......적어도 이나라가 공산주의였음 당신 두다리쭉펴고 잘수있을거라 생각하나?잡혀가도 예전에잡혀가고 고문당하고 뚜까맞고있을텐데..........멕시코였음 당신 모가지짤렸다...........적어도 우리나라는 이런호사 누릴수있는거 큰행운이라 생각하소대한민국사람 모두가 개.돼지로 보고있는 당신 눈깔도 진짜 정상은 아닌갑소.............글로 센척뚜드리지말고 그냥 조용히 사소...............	1
삼십분도안되서 댓글만이백이넘는다 이게 남한네티즌ㅋㅋㅋ 북한말빨로라도 이길수잇겟다 ㅋㅋ	0
?????민주 나 가져가?????	0
에이 설마 진짜야????	0
어떻게든 본인 기분만 생각하며	0
외국은 다른줄 아노	0
기안저사람은 해명하면서 말할때도 엉성하니 ㅡㅡ	0
박근혜가 배 침몰시켰다고 사과하라는게 아니잖아ㅡㅡ이쪽 저쪽 여러 부서 대처가 개 같았으니 총책임자인 대통령한테 진심어린 사과 하라는게 선동에 빨갱이 짓으로 보여??눈까리가 악세사리냐 ? 아니면 뇌가 화강암이냐?	0
비행기표 끊어놔야겠네	0
황교안은 일단 다신 정치한다고 깝치지말고 그냥 조용히 은퇴하시고. 박근혜 떨거지들 제발 낙동강 가서 동반다이빙하자 제발ㅋㅋ 진심ㅋㅋㅋㅋ	0
선거 앞두고 별 같잖은걸로 이슈만드는 속셈이 보이네. 이제 세월호 사건에 대해서 슬픔은 사라지고 의혹만 남는다.	0
황씨 남존중은 1도 없는 새키	1
아이의 존재는 그냥 사라지는 거야? 아예 자식한테 애착이 없었구만... 씁쓸하다	1
바보들아~ 강남에 태영호 공천것이 참패 원이이다	0
제발 더이상 트위터를 병신같이 쓰지마	1
야 이게 검토할 일이냐???출입이 당연한거 아니냐???	0
빨갱아 반일에 대해서 어떻게 생각해?	1
양념제외 ㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
말 진짜 존나 못한다	1
좌빨 언론들 총출동했냐..........! 네이버는 하나도 안 걸르고 같은 기사 연달아 내주고.........! 똑같은 기사 정치베스트에 걸려 있다 제목까지 완전 똑같은..........! 이런거 보면 아직까지 한국은 좌빨의 시대인가 보다 네이버 운영자 너도 좌빨이냐.............!	1
돈 많은집 자식이거나 국개의원자재분 이시겠네	0
고1인데 전쟁나면 저도 참전하고싶습니다. 가능한가요? 저 김정은 대갈빡을 아주 쳐날리고싶습니다.	1
국가안전처는 대안이 아니라고 스스로 인정??	0
그런 생각 갖고 있는 사람이 유가족도 아닌사람 위로하는 척 조작질을 함? 박사모 회원 노인네 불러다가 실종자 가족인척 연기 잘하드만	0
난 역승이고 나발이고 3차토론에서 문후보,이정희의 골든크로스.ㅋㅋ 문후보에게서 이정희의 데쟈부를 보았음.ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
북한사람이 3년 18억이 말이 되냐?검찰은 철저한 수사를 하고 국세청은 세무조사해서 공명하고 깨끗한 현금인지를 밝혀야 할것이다	1
